,author,repo,page_num,state,issue.number,comments_num,comments_url,html_url,labels,title,body
            if user.check_password(password):
                return user
        except User.DoesNotExist:
            if username.isdigit():
                try:
                    user = get_user_model().objects.get(mobile=username)
                    if user.check_password(password):
                        return user
                except User.DoesNotExist:
                    return None
            else:
                return None

    def get_user(self, user_id):
        try:
            return get_user_model().objects.get(pk=user_id)
        except User.DoesNotExist:
            return None
```

And have added in the settings.py:

`AUTHENTICATION_BACKENDS = ('accounts.email_mobile_auth_backend.EmailOrMobileAuthBackend',)`

I have also added the custom auth backend class in the Default authentication for Rest framework:

```
    REST_FRAMEWORK = {
        ...
        'DEFAULT_AUTHENTICATION_CLASSES': (
            'accounts.email_mobile_auth_backend.EmailOrMobileAuthBackend',
            'rest_framework_jwt.authentication.JSONWebTokenAuthentication',
        ),
    }
```

While to log in to django admin site, both the email and mobile number works fine in authenticating the user. However, when I try get the token for the user using django rest framework JWT, I get an error:

```
curl -X POST -d ""email=admin@gmail.com&password=123123"" http://localhost/api-token-auth/

""non_field_errors"": [
    ""Unable to log in with provided credentials.""
  ]
```

What am I missing? Any help would be great."
13109,GetBlimp,django-rest-framework-jwt,3,closed,190,8,https://api.github.com/repos/GetBlimp/django-rest-framework-jwt/issues/190/comments,https://github.com/GetBlimp/django-rest-framework-jwt/issues/190,[],Refresh token not working,"I'm using all the default settings (including the default URLS), and using CURL to refresh the token but I get the following error:

{""non_field_errors"":[""orig_iat field is required.""]}

Any idea why this error is occurring?
"
13262,GetBlimp,django-rest-framework-jwt,4,closed,24,1,https://api.github.com/repos/GetBlimp/django-rest-framework-jwt/issues/24/comments,https://github.com/GetBlimp/django-rest-framework-jwt/issues/24,[],python-social-auth integration?,"Hi, this app is working really well with DRF and I'm getting a token back, but when I use python-social-auth. I can't an access token for the given username and password . how do you handle that problem?
I get this instead:
{""non_field_errors"": [""Unable to login with provided credentials.""]}
since python-social-auth doesn't have the password and it can only get an access_token (e.g. from google-oauth2) then how can I make it work with this username/password auth that your app is providing?

What's confusing me is that in the user table; in my case account_account, I have a value for password for the user that was registered by python-social-auth.
password length is 41 for that record which is different from the default SHA256
"
13385,Seedstars,django-react-redux-base,2,closed,6,1,https://api.github.com/repos/Seedstars/django-react-redux-base/issues/6/comments,https://github.com/Seedstars/django-react-redux-base/issues/6,[],Why I cannot fetch login interface,"I followed the steps in the README.md,
However, when I visit 'http://localhost:8000/api/v1/accounts/login/', I only get message as ""non_field_errors"": [
        ""Method \""GET\"" not allowed.""
    ]

anybody who can help me solve this? thank you
"
14239,awesto,django-shop,3,closed,601,3,https://api.github.com/repos/awesto/django-shop/issues/601/comments,https://github.com/awesto/django-shop/issues/601,[],How I allow user to register without items in cart?,"Now I need to allow user to register without items in cart, but if I use AuthFormsView (by default) I see warning: ""Unable to proceed to the checkout page without items in the cart.""

I try to use custom AuthFormsView like this:
```
class CustomAuthFormsView(GenericAPIView):
    serializer_class = None
    form_class = None

    def post(self, request, *args, **kwargs):
        # if request.customer.is_visitor():
        #     errmsg = _(""Unable to proceed to the checkout page without items in the cart."")
        #     errors = {NON_FIELD_ERRORS: errmsg}
        #     return Response(errors, status=status.HTTP_400_BAD_REQUEST)
        form = self.form_class(data=request.data, instance=request.customer)
        if form.is_valid():
            form.save(request=request)
            return Response(form.data, status=status.HTTP_200_OK)
        return Response(dict(form.errors), status=status.HTTP_400_BAD_REQUEST)
```

But I get error:
```
Traceback (most recent call last):
  File ""/home/vivazzi/projects/lonx/env/local/lib/python2.7/site-packages/django/core/handlers/exception.py"", line 42, in inner
    response = get_response(request)
  File ""/home/vivazzi/projects/lonx/env/local/lib/python2.7/site-packages/django/core/handlers/base.py"", line 249, in _legacy_get_response
    response = self._get_response(request)
  File ""/home/vivazzi/projects/lonx/env/local/lib/python2.7/site-packages/django/core/handlers/base.py"", line 187, in _get_response
    response = self.process_exception_by_middleware(e, request)
  File ""/home/vivazzi/projects/lonx/env/local/lib/python2.7/site-packages/django/core/handlers/base.py"", line 185, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
  File ""/home/vivazzi/projects/lonx/env/local/lib/python2.7/site-packages/django/views/decorators/csrf.py"", line 58, in wrapped_view
    return view_func(*args, **kwargs)
  File ""/home/vivazzi/projects/lonx/env/local/lib/python2.7/site-packages/django/views/generic/base.py"", line 68, in view
    return self.dispatch(request, *args, **kwargs)
  File ""/home/vivazzi/projects/lonx/env/local/lib/python2.7/site-packages/rest_framework/views.py"", line 477, in dispatch
    response = self.handle_exception(exc)
  File ""/home/vivazzi/projects/lonx/env/local/lib/python2.7/site-packages/rest_framework/views.py"", line 437, in handle_exception
    self.raise_uncaught_exception(exc)
  File ""/home/vivazzi/projects/lonx/env/local/lib/python2.7/site-packages/rest_framework/views.py"", line 474, in dispatch
    response = handler(request, *args, **kwargs)
  File ""/home/vivazzi/projects/lonx/spec/forms.py"", line 21, in post
    form = self.form_class(data=request.data, instance=request.customer)
  File ""/home/vivazzi/projects/lonx/env/local/lib/python2.7/site-packages/shop/forms/auth.py"", line 55, in __init__
    super(RegisterUserForm, self).__init__(data=data, instance=instance, *args, **kwargs)
  File ""/home/vivazzi/projects/lonx/env/local/lib/python2.7/site-packages/djng/forms/angular_model.py"", line 41, in __init__
    super(NgModelFormMixin, self).__init__(data, *args, **kwargs)
  File ""/home/vivazzi/projects/lonx/env/local/lib/python2.7/site-packages/djng/forms/angular_validation.py"", line 17, in __init__
    super(NgFormValidationMixin, self).__init__(*args, **kwargs)
  File ""/home/vivazzi/projects/lonx/env/local/lib/python2.7/site-packages/djng/forms/angular_base.py"", line 252, in __init__
    super(NgFormBaseMixin, self).__init__(data=data, *args, **kwargs)
  File ""/home/vivazzi/projects/lonx/env/local/lib/python2.7/site-packages/django/forms/models.py"", line 282, in __init__
    object_data = model_to_dict(instance, opts.fields, opts.exclude)
  File ""/home/vivazzi/projects/lonx/env/local/lib/python2.7/site-packages/django/forms/models.py"", line 87, in model_to_dict
    opts = instance._meta
  File ""/home/vivazzi/projects/lonx/env/local/lib/python2.7/site-packages/django/utils/functional.py"", line 235, in inner
    return func(self._wrapped, *args)
AttributeError: 'VisitingCustomer' object has no attribute '_meta'
```

It is important to me to allow user, because some users register as partner on our site, which don't buy anything from our shop."
16105,Tivix,django-rest-auth,3,closed,298,4,https://api.github.com/repos/Tivix/django-rest-auth/issues/298/comments,https://github.com/Tivix/django-rest-auth/issues/298,[],400 error when logging in when using email only mode.,"I am trying to set up authentication using django-rest-auth and django-allauth. The user exists in the database and I can login to the django admin site. When I try to login using the rest-auth/login/ endpoint posting email/password, I receive a 400 error with the following response:

```
{
    ""non_field_errors"": [
        ""Unable to log in with provided credentials.""
    ]
}
```

I followed the instructions here: http://django-allauth.readthedocs.io/en/latest/configuration.html#configuration

In my settings file I have the following:

```
ACCOUNT_EMAIL_REQUIRED = True
ACCOUNT_UNIQUE_EMAIL = True
ACCOUNT_AUTHENTICATION_METHOD = 'email' 
```

If I comment out the three lines above and use the same endpoint but add the username it works. It seems to only not work with email only mode.

Thanks for your help!"
16137,Tivix,django-rest-auth,3,closed,253,3,https://api.github.com/repos/Tivix/django-rest-auth/issues/253/comments,https://github.com/Tivix/django-rest-auth/issues/253,[],rest_framework.exceptions.ValidationError: {'non_field_errors': ['Incorrect value']},"Hey guys,

I'm trying to do Facebook login, but I don't know what this `code` is that I have to send up. 

I sent the Facebook App ID, but I'm getting `{'non_field_errors': ['Incorrect value']}` for `self.serializer.is_valid(raise_exception=True)`.

What is this?
"
16212,Tivix,django-rest-auth,4,closed,162,1,https://api.github.com/repos/Tivix/django-rest-auth/issues/162/comments,https://github.com/Tivix/django-rest-auth/issues/162,[],incoherent validation messages,"If I try to login with wrong crdentials the (bad) http response payload is something similar to this 

```
{non_field_errors: [""Unable to log in with provided credentials.""]}
```

I've understood I can change the name of this field using this settings:

```
REST_FRAMEWORK = {
  'NON_FIELD_ERRORS_KEY' : ""validation_errors""
}
```

so that the response would become:

```
{validation_errors: [""Unable to log in with provided credentials.""]}
```

If I send wrong fields during registration (so using allauth) I receive a structure similar to this:

```
{
    password1 : [""This field is required.""]
    password2 : [""This field is required.""]
    username  : [""This field is required.""]
}
```

Completely different from the previous one.

I don't know who is responsable for the validation messages (and structure) in the first and second case: Django, Form validation, Allauth or django-rest-auth?

A clarification would help in order to always send a similar structure in case of errors.

Also, are only validation error sent back? Exposing internal errors would be a risk, but I guess this should be disabled with `DEBUG = False`, unless this apps is exposing something more, isn't it?
"
16255,Tivix,django-rest-auth,4,closed,117,1,https://api.github.com/repos/Tivix/django-rest-auth/issues/117/comments,https://github.com/Tivix/django-rest-auth/issues/117,[],Login does not work in Demo project,"Following the standard registration process, with successful email verification, I'm unable to log in afterwards. Tried giving both username and email in the username field, always the same result:

API Response: 400 BAD REQUEST
Content: {""non_field_errors"":[""Must include \""email\"" and \""password\"".""]}
"
16256,Tivix,django-rest-auth,4,closed,116,5,https://api.github.com/repos/Tivix/django-rest-auth/issues/116/comments,https://github.com/Tivix/django-rest-auth/issues/116,[],CSRF error and email error,"I tried the demo, the first error I got was a CSRF error when I went to the **127.0.0.1:8000/login/** page. So I went ahead and added the following in the **login_form.html** template file:

```
{% csrf_token %}
```

Then I tried to login again, and got the following error:

```
API Response: 400 BAD REQUEST
Content: {""non_field_errors"":[""Must include \""email\"" and \""password\"".""]}
```

So I used the postman plugin for chrome and entered the email address. Then, I got this error:

{""non_field_errors"":[""Unable to log in with provided credentials.""]}

What did I do wrong?
"
16269,Tivix,django-rest-auth,4,closed,103,3,https://api.github.com/repos/Tivix/django-rest-auth/issues/103/comments,https://github.com/Tivix/django-rest-auth/issues/103,[],non_field_errors : Must include email and password HTTP 400,"After registering a user, I can't login with that user - neither on the AngularJS app nor the JQuery demo app. I followed the Demo instructions verbatim here - http://django-rest-auth.readthedocs.org/en/latest/demo.html

API Response: 400 BAD REQUEST
Content: {""non_field_errors"":[""Must include \""email\"" and \""password\"".""]}

How can I login/register a user?
"
